Id,rating,
299,3,
300,4,
301,5,
302,1,
303,3,
304,4,
305,4,
306,4,
307,1,
308,3,
309,4,
310,4,
311,4,
312,3,
313,4,
314,4,
315,4,
316,4,
317,4,
318,4,
319,4,
320,4,
321,4,
322,4,
323,4,
324,4,
325,5,
326,3,
327,5,
328,4,
329,4,
330,4,
331,5,
332,3,
333,4,
334,4,
335,3,
336,3,
337,3,
338,4,
339,4,
340,4,
341,4,
342,3,
343,4,
344,3,
345,4,
346,4,
347,3,
348,5,
349,4,
350,4,
351,3,
352,3,
353,4,
354,5,
355,4,
356,4,
357,3,
358,4,
359,4,
360,3,
361,4,
362,4,
363,4,
364,4,
365,4,
366,4,
367,3,
368,5,
369,4,
370,3,
371,3,
372,4,
373,4,
374,3,
375,4,
376,4,
377,5,
378,3,
379,4,
380,3,
381,3,
382,3,
383,3,
384,5,
385,3,
386,3,
387,3,
388,3,
389,4,
390,4,
391,4,
392,4,
393,4,
394,3,
395,4,
396,5,
397,3,
398,4,
399,3,
400,4,
401,4,
402,3,
403,1,
404,3,
405,3,
406,3,
407,3,
408,4,
409,4,
410,4,
411,4,
412,4,
413,3,
414,4,
415,4,
416,4,
417,2,
418,4,
419,4,
420,3,
421,4,
422,3,
423,3,
424,4,
425,4,
426,3,
427,5,
428,4,
429,5,
430,4,
431,3,
432,3,
433,4,
434,3,
435,4,
436,4,
437,4,
438,4,
439,4,
440,3,
441,3,
442,4,
443,4,
444,3,
445,3,
446,4,
447,4,
448,4,
449,4,
450,4,
451,4,
452,4,
453,5,
454,4,
455,4,
456,4,
457,4,
458,4,
459,4,
460,3,
461,4,
462,3,
463,4,
464,3,
465,4,
466,4,
467,4,
468,4,
469,3,
470,4,
471,4,
472,1,
473,4,
474,4,
475,4,
476,4,
477,4,
478,3,
479,3,
480,4,
481,5,
482,4,
483,5,
484,4,
485,4,
486,4,
487,4,
488,4,
489,4,
490,4,
491,4,
492,4,
493,4,
494,5,
495,3,
496,4,
497,4,
498,4,
499,3,
500,4,
501,3,
502,5,
503,4,
504,4,
505,5,
506,5,
507,3,
508,3,
509,4,
510,4,
511,4,
512,4,
513,4,
514,4,
515,4,
516,3,
517,4,
518,4,
519,3,
520,4,
521,4,
522,1,
523,3,
524,4,
525,4,
526,3,
527,3,
528,5,
529,3,
530,3,
531,3,
532,4,
533,3,
534,3,
535,4,
536,4,
537,5,
538,4,
539,4,
540,4,
541,3,
542,4,
543,4,
544,4,
545,4,
546,4,
547,4,
548,4,
549,4,
550,5,
551,4,
552,2,
553,4,
554,4,
555,4,
556,4,
557,4,
558,4,
559,4,
560,4,
561,3,
562,3,
563,3,
564,4,
565,3,
566,4,
567,4,
568,4,
569,4,
570,4,
571,4,
572,3,
573,1,
574,4,
575,3,
576,3,
577,4,
578,5,
579,4,
580,4,
581,4,
582,5,
583,2,
584,4,
585,3,
586,3,
587,4,
588,3,
589,5,
590,3,
591,4,
592,4,
593,4,
594,4,
595,4,
596,4,
597,4,
598,5,
599,3,
600,4,
601,5,
602,3,
603,4,
604,4,
605,4,
606,3,
607,3,
608,4,
609,4,
610,4,
611,3,
612,4,
613,4,
614,3,
615,4,
616,4,
617,2,
618,4,
619,4,
620,3,
621,4,
622,3,
623,3,
624,4,
625,4,
626,4,
627,4,
628,4,
629,5,
630,4,
631,3,
632,4,
633,4,
634,4,
635,4,
636,4,
637,3,
638,3,
639,4,
640,4,
641,4,
642,4,
643,5,
644,3,
645,4,
646,4,
647,4,
648,4,
649,4,
650,4,
651,4,
652,3,
653,1,
654,3,
655,4,
656,3,
657,4,
658,4,
659,3,
660,3,
661,4,
662,4,
663,4,
664,4,
665,4,
666,4,
667,4,
668,4,
669,4,
670,4,
671,4,
672,4,
673,1,
674,4,
675,4,
676,3,
677,3,
678,5,
679,4,
680,5,
681,3,
682,4,
683,4,
684,4,
685,4,
686,4,
687,4,
688,4,
689,3,
690,4,
691,4,
692,4,
693,3,
694,4,
695,3,
696,4,
697,4,
698,3,
699,4,
700,4,
701,4,
702,4,
703,4,
704,3,
705,3,
706,4,
707,4,
708,4,
709,4,
710,4,
711,3,
712,4,
713,4,
714,3,
715,3,
716,1,
717,3,
718,4,
719,4,
720,4,
721,3,
722,4,
723,3,
724,5,
725,5,
726,1,
727,4,
728,4,
729,5,
730,4,
731,3,
732,4,
733,4,
734,4,
735,1,
736,4,
737,4,
738,4,
739,4,
740,2,
741,4,
742,4,
743,3,
744,4,
745,4,
746,5,
747,3,
748,3,
749,4,
750,4,
751,3,
752,4,
753,4,
754,5,
755,4,
756,3,
757,4,
758,5,
759,5,
760,5,
761,3,
762,3,
763,3,
764,4,
765,3,
766,4,
767,4,
768,4,
769,3,
770,3,
771,4,
772,4,
773,3,
774,3,
775,3,
776,4,
777,4,
778,4,
779,4,
780,4,
781,3,
782,5,
783,3,
784,1,
785,4,
786,4,
787,4,
788,4,
789,3,
790,4,
791,4,
792,4,
793,4,
794,4,
795,4,
796,3,
797,4,
798,5,
799,4,
800,3,
801,5,
802,4,
803,5,
804,4,
805,4,
806,4,
807,4,
808,4,
809,3,
810,4,
811,3,
812,4,
813,4,
814,4,
815,2,
816,3,
817,3,
818,4,
819,4,
820,4,
821,4,
822,4,
823,1,
824,4,
825,4,
826,4,
827,4,
828,5,
829,4,
830,4,
831,4,
832,4,
833,4,
834,4,
835,4,
836,4,
837,4,
838,4,
839,4,
840,4,
841,4,
842,4,
843,3,
844,4,
845,4,
846,4,
847,3,
848,4,
849,3,
850,4,
851,4,
852,5,
853,4,
854,4,
855,3,
856,4,
857,3,
858,5,
859,4,
860,4,
861,3,
862,4,
863,1,
864,4,
865,4,
866,4,
867,3,
868,4,
869,4,
870,5,
871,3,
872,4,
873,5,
874,4,
875,5,
876,5,
877,4,
878,4,
879,3,
880,3,
881,4,
882,4,
883,4,
884,4,
885,5,
886,5,
887,4,
888,5,
889,5,
890,4,
891,4,
892,3,
893,5,
894,3,
895,3,
896,3,
897,4,
898,4,
899,4,
900,3,
901,5,
902,4,
903,5,
904,4,
905,4,
906,3,
907,4,
908,4,
909,5,
910,4,
911,4,
912,4,
913,4,
914,2,
915,4,
916,4,
917,3,
918,4,
919,4,
920,5,
921,4,
922,3,
923,4,
924,4,
925,5,
926,3,
927,3,
928,4,
929,3,
930,4,
931,4,
932,4,
933,4,
934,4,
935,4,
936,3,
937,3,
938,4,
939,4,
940,4,
941,4,
942,3,
943,4,
944,5,
945,3,
946,3,
947,3,
948,4,
949,4,
950,4,
951,4,
952,4,
953,3,
954,4,
955,4,
956,4,
957,3,
958,5,
959,5,
960,4,
961,4,
962,4,
963,4,
964,4,
965,4,
966,4,
967,4,
968,3,
969,4,
970,4,
971,4,
972,4,
973,4,
974,4,
975,4,
976,4,
977,5,
978,3,
979,3,
980,5,
981,4,
982,1,
983,4,
984,3,
985,4,
986,3,
987,3,
988,4,
989,5,
990,4,
991,3,
992,5,
993,4,
994,3,
995,4,
996,4,
997,2,
998,5,
999,4,
1000,4,
1001,4,
1002,3,
1003,5,
1004,4,
1005,3,
1006,4,
1007,3,
1008,4,
1009,3,
1010,4,
1011,4,
1012,4,
1013,4,
1014,4,
1015,3,
1016,4,
1017,4,
1018,4,
1019,4,
1020,3,
1021,4,
1022,4,
1023,4,
1024,5,
1025,1,
1026,5,
1027,4,
1028,4,
1029,4,
1030,4,
1031,4,
1032,3,
1033,3,
1034,5,
1035,5,
1036,4,
1037,4,
1038,4,
1039,3,
1040,4,
1041,3,
1042,4,
1043,4,
1044,4,
1045,4,
1046,4,
1047,4,
1048,5,
1049,5,
1050,4,
1051,3,
1052,3,
1053,3,
1054,5,
1055,3,
1056,3,
1057,4,
1058,3,
1059,4,
1060,5,
1061,4,
1062,3,
1063,4,
1064,1,
1065,4,
1066,4,
1067,4,
1068,4,
1069,4,
1070,4,
1071,3,
1072,4,
1073,5,
1074,5,
1075,4,
1076,4,
1077,4,
1078,4,
1079,4,
1080,3,
1081,4,
1082,3,
1083,4,
1084,3,
1085,5,
1086,4,
1087,4,
1088,4,
1089,1,
1090,4,
1091,4,
1092,4,
1093,4,
1094,4,
1095,4,
1096,5,
1097,4,
1098,5,
1099,5,
1100,3,
1101,3,
1102,3,
1103,4,
1104,4,
1105,3,
1106,4,
1107,4,
1108,3,
1109,4,
1110,3,
1111,4,
1112,5,
1113,3,
1114,4,
1115,3,
1116,5,
1117,4,
1118,4,
1119,4,
1120,5,
1121,4,
1122,1,
1123,4,
1124,3,
1125,3,
1126,3,
1127,4,
1128,4,
1129,4,
1130,4,
1131,4,
1132,4,
1133,4,
1134,4,
1135,3,
1136,4,
1137,3,
1138,4,
1139,4,
1140,3,
1141,3,
1142,4,
1143,4,
1144,4,
1145,4,
1146,3,
1147,4,
1148,2,
1149,4,
1150,3,
1151,4,
1152,5,
1153,4,
1154,3,
1155,3,
1156,3,
1157,4,
1158,4,
1159,3,
1160,4,
1161,4,
1162,3,
1163,3,
1164,3,
1165,4,
1166,4,
1167,4,
1168,3,
1169,3,
1170,3,
1171,1,
1172,4,
1173,4,
1174,4,
1175,3,
1176,4,
1177,4,
1178,4,
1179,4,
1180,3,
1181,4,
1182,4,
1183,4,
1184,4,
1185,4,
1186,3,
1187,4,
1188,4,
1189,4,
1190,4,
1191,4,
1192,4,
1193,3,
1194,3,
1195,4,
1196,4,
1197,4,
1198,3,
1199,4,
1200,4,
1201,4,
1202,3,
1203,4,
1204,4,
1205,4,
1206,4,
1207,4,
1208,5,
1209,4,
1210,4,
1211,4,
1212,5,
1213,4,
1214,4,
1215,4,
1216,3,
1217,4,
1218,4,
1219,4,
1220,4,
1221,4,
1222,4,
1223,4,
1224,4,
1225,4,
1226,4,
1227,4,
1228,4,
1229,4,
1230,4,
1231,3,
1232,4,
1233,4,
1234,3,
1235,4,
1236,2,
1237,3,
1238,4,
1239,3,
1240,4,
1241,3,
1242,4,
1243,3,
1244,4,
1245,4,
1246,5,
1247,4,
1248,4,
1249,4,
1250,3,
1251,3,
1252,3,
1253,1,
1254,4,
1255,4,
1256,4,
1257,4,
1258,4,
1259,4,
1260,4,
1261,4,
1262,3,
1263,4,
1264,3,
1265,4,
1266,3,
1267,4,
1268,3,
1269,5,
1270,4,
1271,4,
1272,4,
1273,4,
1274,4,
1275,4,
1276,4,
1277,4,
1278,2,
1279,4,
1280,4,
1281,5,
1282,4,
1283,4,
1284,4,
1285,4,
1286,3,
1287,3,
1288,4,
1289,3,
1290,5,
1291,4,
1292,4,
1293,1,
1294,3,
1295,4,
1296,4,
1297,4,
1298,4,
1299,3,
1300,4,
1301,4,
1302,4,
1303,4,
1304,3,
1305,5,
1306,2,
1307,4,
1308,4,
1309,4,
1310,4,
1311,4,
1312,4,
1313,4,
1314,4,
1315,4,
1316,4,
1317,5,
1318,4,
1319,3,
1320,4,
1321,4,
1322,4,
1323,4,
1324,5,
1325,4,
1326,5,
1327,4,
1328,4,
1329,3,
1330,3,
1331,5,
1332,3,
1333,4,
1334,4,
1335,4,
1336,3,
1337,4,
1338,4,
1339,3,
1340,4,
1341,4,
1342,3,
1343,4,
1344,4,
1345,4,
1346,4,
1347,4,
1348,4,
1349,3,
1350,4,
1351,4,
1352,4,
1353,4,
1354,4,
1355,4,
1356,4,
1357,4,
1358,3,
1359,4,
1360,4,
1361,4,
1362,4,
1363,4,
1364,3,
1365,4,
1366,4,
1367,3,
1368,4,
1369,4,
1370,4,
1371,4,
1372,3,
1373,4,
1374,3,
1375,4,
1376,4,
1377,2,
1378,3,
1379,4,
1380,4,
1381,4,
1382,4,
1383,4,
1384,4,
1385,4,
1386,4,
1387,4,
1388,3,
1389,5,
1390,4,
1391,5,
1392,3,
1393,4,
1394,5,
1395,3,
1396,4,
1397,4,
1398,4,
1399,3,
1400,4,
1401,3,
1402,4,
1403,4,
1404,4,
1405,4,
1406,3,
1407,4,
1408,3,
1409,4,
1410,4,
1411,4,
1412,4,
1413,4,
1414,4,
1415,3,
1416,4,
1417,5,
1418,3,
1419,4,
1420,3,
1421,3,
1422,3,
1423,5,
1424,4,
1425,4,
1426,4,
1427,3,
1428,3,
1429,4,
1430,4,
1431,4,
1432,4,
1433,1,
1434,4,
1435,3,
1436,4,
1437,5,
1438,4,
1439,4,
1440,4,
1441,4,
1442,3,
1443,3,
1444,3,
1445,4,
1446,2,
1447,4,
1448,3,
1449,4,
1450,4,
1451,5,
1452,3,
1453,4,
1454,4,
1455,1,
1456,3,
1457,4,
1458,4,
1459,3,
1460,5,
1461,4,
1462,4,
1463,5,
1464,4,
1465,3,
1466,3,
1467,4,
1468,4,
1469,4,
1470,4,
1471,5,
1472,3,
1473,4,
1474,5,
1475,4,
1476,4,
1477,4,
1478,5,
1479,4,
1480,4,
1481,4,
1482,5,
1483,4,
1484,5,
1485,4,
1486,3,
1487,3,
1488,4,
1489,3,
1490,3,
1491,4,
1492,4,
1493,3,
1494,3,
1495,4,
1496,4,
1497,4,
1498,4,
1499,4,
1500,4,
1501,4,
1502,4,
1503,4,
1504,4,
1505,5,
1506,3,
1507,4,
1508,4,
1509,4,
1510,5,
1511,3,
1512,4,
1513,3,
1514,5,
1515,4,
1516,3,
1517,4,
1518,4,
1519,4,
1520,3,
1521,4,
1522,3,
1523,3,
1524,4,
1525,3,
1526,4,
1527,5,
1528,3,
1529,4,
1530,1,
1531,4,
1532,4,
1533,4,
1534,3,
1535,3,
1536,5,
1537,4,
1538,5,
1539,4,
1540,4,
1541,5,
1542,4,
1543,4,
1544,3,
1545,4,
1546,4,
1547,3,
1548,3,
1549,4,
1550,5,
1551,4,
1552,4,
1553,4,
1554,4,
1555,4,
1556,4,
1557,4,
1558,4,
1559,4,
1560,4,
1561,4,
1562,4,
1563,3,
1564,4,
1565,5,
1566,1,
1567,3,
1568,3,
1569,4,
1570,5,
1571,4,
1572,3,
1573,3,
1574,3,
1575,4,
1576,4,
1577,3,
1578,2,
1579,4,
1580,4,
1581,4,
1582,5,
1583,4,
1584,4,
1585,1,
1586,3,
1587,4,
1588,3,
1589,3,
1590,4,
1591,1,
1592,4,
1593,4,
1594,4,
1595,4,
1596,4,
1597,5,
1598,4,
1599,3,
1600,3,
1601,4,
1602,3,
1603,4,
1604,5,
1605,3,
1606,4,
1607,4,
1608,3,
1609,4,
1610,3,
1611,3,
1612,4,
1613,4,
1614,4,
1615,4,
1616,4,
1617,4,
1618,4,
1619,4,
1620,4,
1621,3,
1622,4,
1623,3,
1624,4,
1625,5,
1626,3,
1627,4,
1628,4,
1629,5,
1630,5,
1631,4,
1632,4,
1633,4,
1634,4,
1635,3,
1636,3,
1637,3,
1638,3,
1639,5,
1640,5,
1641,3,
1642,3,
1643,4,
1644,4,
1645,4,
1646,5,
1647,5,
1648,4,
1649,4,
1650,3,
1651,1,
1652,4,
1653,4,
1654,3,
1655,4,
1656,4,
1657,4,
1658,4,
1659,3,
1660,4,
1661,3,
1662,2,
1663,4,
1664,4,
1665,4,
1666,4,
1667,4,
1668,3,
1669,4,
1670,5,
1671,3,
1672,4,
1673,4,
1674,4,
1675,4,
1676,3,
1677,3,
1678,4,
1679,3,
1680,3,
1681,4,
1682,5,
1683,4,
1684,3,
1685,4,
1686,3,
1687,4,
1688,4,
1689,5,
1690,4,
1691,3,
1692,5,
1693,4,
1694,4,
1695,4,
1696,4,
1697,5,
1698,4,
1699,4,
1700,4,
1701,3,
1702,4,
1703,3,
1704,4,
1705,4,
1706,4,
1707,4,
1708,4,
1709,1,
1710,3,
1711,4,
1712,4,
1713,4,
1714,4,
1715,3,
1716,1,
1717,3,
1718,5,
1719,4,
1720,4,
1721,4,
1722,4,
1723,3,
1724,4,
1725,4,
1726,3,
1727,4,
1728,4,
1729,4,
1730,3,
1731,4,
1732,4,
1733,3,
1734,5,
1735,4,
1736,4,
1737,4,
1738,4,
1739,4,
1740,4,
1741,3,
1742,3,
1743,4,
1744,1,
1745,4,
1746,3,
1747,4,
1748,4,
1749,4,
1750,3,
1751,4,
1752,5,
1753,3,
1754,4,
1755,4,
1756,5,
1757,5,
1758,3,
1759,4,
1760,3,
1761,5,
1762,4,
1763,4,
1764,2,
1765,4,
1766,1,
1767,3,
1768,4,
1769,4,
1770,4,
1771,3,
1772,3,
1773,4,
1774,4,
1775,4,
1776,3,
1777,4,
1778,4,
1779,3,
1780,3,
1781,3,
1782,4,
1783,3,
1784,3,
1785,4,
1786,3,
1787,4,
1788,5,
1789,3,
1790,4,
1791,4,
1792,4,
1793,4,
1794,1,
1795,3,
1796,5,
1797,4,
1798,4,
1799,4,
1800,1,
1801,4,
1802,4,
1803,4,
1804,4,
1805,4,
1806,1,
1807,4,
1808,5,
1809,4,
1810,3,
1811,4,
1812,4,
1813,4,
1814,4,
1815,4,
1816,3,
1817,4,
1818,4,
1819,5,
1820,4,
1821,4,
1822,1,
1823,3,
1824,4,
1825,4,
1826,5,
1827,4,
1828,4,
1829,4,
1830,5,
1831,3,
1832,5,
1833,3,
1834,4,
1835,4,
1836,3,
1837,3,
1838,3,
1839,4,
1840,4,
1841,4,
1842,4,
1843,3,
1844,3,
1845,4,
1846,4,
1847,3,
1848,5,
1849,3,
1850,4,
1851,5,
1852,1,
1853,4,
1854,4,
1855,4,
1856,1,
1857,4,
1858,4,
1859,5,
1860,4,
1861,4,
1862,1,
1863,4,
1864,4,
1865,4,
1866,4,
1867,4,
1868,4,
1869,5,
1870,4,
1871,4,
1872,1,
1873,3,
1874,4,
1875,1,
1876,3,
1877,4,
1878,4,
1879,4,
1880,4,
1881,4,
1882,3,
1883,4,
1884,4,
1885,4,
1886,4,
1887,4,
1888,4,
1889,4,
1890,4,
1891,4,
1892,4,
1893,3,
1894,3,
1895,4,
1896,4,
1897,4,
1898,5,
1899,3,
1900,4,
1901,3,
1902,3,
1903,3,
1904,4,
1905,3,
1906,4,
1907,4,
1908,1,
1909,4,
1910,4,
1911,1,
1912,4,
1913,4,
1914,3,
1915,4,
1916,4,
1917,3,
1918,3,
1919,3,
1920,3,
1921,4,
1922,3,
1923,2,
1924,3,
1925,1,
1926,1,
1927,4,
1928,4,
1929,3,
1930,4,
1931,4,
1932,3,
1933,4,
1934,3,
1935,4,
1936,4,
1937,4,
1938,4,
1939,4,
1940,3,
1941,3,
1942,3,
1943,4,
1944,3,
1945,3,
1946,4,
1947,3,
1948,3,
1949,4,
1950,4,
1951,4,
1952,4,
1953,4,
1954,4,
1955,4,
1956,3,
1957,4,
1958,4,
1959,4,
1960,4,
1961,3,
1962,3,
1963,3,
1964,3,
1965,5,
1966,3,
1967,4,
1968,4,
1969,4,
1970,3,
1971,4,
1972,4,
1973,4,
1974,3,
1975,4,
1976,4,
1977,4,
1978,4,
1979,4,
1980,5,
1981,4,
1982,3,
1983,3,
1984,3,
1985,4,
1986,3,
1987,4,
1988,4,
1989,3,
1990,4,
1991,4,
1992,3,
1993,4,
1994,4,
1995,3,
1996,3,
1997,3,
1998,4,
1999,3,
2000,3,
2001,5,
2002,4,
2003,4,
2004,5,
2005,3,
2006,4,
2007,4,
2008,3,
2009,4,
2010,4,
2011,4,
2012,4,
2013,5,
2014,4,
2015,5,
2016,5,
2017,4,
2018,4,
2019,4,
2020,4,
2021,4,
2022,3,
2023,4,
2024,3,
2025,4,
2026,4,
2027,4,
2028,1,
2029,4,
2030,4,
2031,3,
2032,3,
2033,4,
2034,3,
2035,4,
2036,3,
2037,4,
2038,4,
2039,4,
2040,3,
2041,3,
2042,4,
2043,3,
2044,4,
2045,4,
2046,4,
2047,5,
2048,4,
2049,3,
2050,3,
2051,4,
2052,4,
2053,4,
2054,4,
2055,3,
2056,4,
2057,4,
2058,4,
2059,4,
2060,4,
2061,4,
2062,4,
2063,3,
2064,4,
2065,4,
2066,4,
2067,4,
2068,4,
2069,4,
2070,4,
2071,4,
2072,4,
2073,4,
2074,3,
2075,3,
2076,4,
2077,5,
2078,4,
2079,3,
2080,4,
2081,4,
2082,4,
2083,4,
2084,5,
2085,4,
2086,4,
2087,3,
2088,3,
2089,4,
2090,4,
2091,4,
2092,4,
2093,4,
2094,5,
2095,3,
2096,4,
2097,4,
2098,4,
2099,4,
2100,3,
2101,4,
2102,4,
2103,4,
2104,4,
2105,4,
2106,4,
2107,4,
2108,4,
2109,4,
2110,3,
2111,4,
2112,3,
2113,4,
2114,3,
2115,4,
2116,4,
2117,4,
2118,4,
2119,3,
2120,3,
2121,4,
2122,4,
2123,4,
2124,3,
2125,4,
2126,4,
2127,4,
2128,4,
2129,4,
2130,3,
2131,4,
2132,3,
2133,4,
2134,4,
2135,4,
2136,4,
2137,4,
2138,4,
2139,3,
2140,4,
2141,3,
2142,4,
2143,4,
2144,5,
2145,4,
2146,3,
2147,3,
2148,3,
2149,4,
2150,4,
2151,1,
2152,4,
2153,4,
2154,4,
2155,4,
2156,5,
2157,4,
2158,3,
2159,4,
2160,4,
2161,4,
2162,3,
2163,4,
2164,3,
2165,4,
2166,3,
2167,3,
2168,4,
2169,3,
2170,3,
2171,4,
2172,4,
2173,4,
2174,5,
2175,5,
2176,4,
2177,4,
2178,4,
2179,4,
2180,3,
2181,4,
2182,4,
2183,4,
2184,4,
2185,3,
2186,4,
2187,4,
2188,4,
2189,4,
2190,4,
2191,4,
2192,4,
2193,4,
2194,3,
2195,3,
2196,4,
2197,4,
2198,3,
2199,4,
2200,5,
2201,4,
2202,4,
2203,4,
2204,3,
2205,4,
2206,4,
2207,4,
2208,5,
2209,4,
2210,4,
2211,4,
2212,1,
2213,3,
2214,3,
2215,4,
2216,4,
2217,4,
2218,5,
2219,5,
2220,4,
2221,4,
2222,3,
2223,4,
2224,4,
2225,4,
2226,3,
2227,4,
2228,4,
2229,4,
2230,3,
2231,5,
2232,3,
2233,4,
2234,3,
2235,3,
2236,4,
2237,4,
2238,5,
2239,4,
2240,4,
2241,4,
2242,3,
2243,3,
2244,5,
2245,4,
2246,4,
2247,4,
2248,4,
2249,1,
2250,4,
2251,5,
2252,4,
2253,4,
2254,3,
2255,4,
2256,4,
2257,4,
2258,4,
2259,4,
2260,3,
2261,4,
2262,4,
2263,3,
2264,4,
2265,3,
2266,4,
2267,3,
2268,4,
2269,4,
2270,3,
2271,4,
2272,3,
2273,5,
2274,4,
2275,4,
2276,5,
2277,3,
2278,4,
2279,4,
2280,4,
2281,1,
2282,4,
2283,4,
2284,3,
2285,3,
2286,5,
2287,4,
2288,5,
2289,1,
2290,3,
2291,3,
2292,4,
2293,4,
2294,4,
2295,4,
2296,4,
2297,2,
2298,4,
2299,4,
2300,4,
2301,5,
2302,4,
2303,3,
2304,3,
2305,3,
2306,4,
2307,4,
2308,3,
2309,4,
2310,3,
2311,4,
2312,4,
2313,4,
2314,4,
2315,3,
2316,4,
2317,1,
2318,4,
2319,4,
2320,5,
2321,1,
2322,4,
2323,3,
2324,4,
2325,4,
2326,5,
2327,4,
2328,4,
2329,4,
2330,2,
2331,3,
2332,3,
2333,4,
2334,4,
2335,3,
2336,3,
2337,3,
2338,4,
2339,4,
2340,4,
2341,3,
2342,3,
2343,4,
2344,4,
2345,4,
2346,3,
2347,1,
2348,4,
2349,3,
2350,3,
2351,4,
2352,4,
2353,4,
2354,3,
2355,4,
2356,5,
2357,4,
2358,4,
2359,4,
2360,4,
2361,4,
2362,4,
2363,4,
2364,5,
2365,3,
2366,3,
2367,5,
2368,4,
2369,4,
2370,4,
2371,5,
2372,3,
2373,4,
2374,3,
2375,4,
2376,4,
2377,3,
2378,4,
2379,3,
2380,3,
2381,4,
2382,3,
2383,4,
2384,3,
2385,4,
2386,4,
2387,4,
2388,4,
2389,4,
2390,4,
2391,3,
2392,4,
2393,4,
2394,5,
2395,4,
2396,4,
2397,5,
2398,4,
2399,4,
2400,3,
2401,4,
2402,4,
2403,4,
2404,4,
2405,4,
2406,4,
2407,4,
2408,4,
2409,4,
2410,3,
2411,4,
2412,3,
2413,4,
2414,4,
2415,4,
2416,4,
2417,4,
2418,4,
2419,4,
2420,4,
2421,4,
2422,4,
2423,4,
2424,3,
2425,3,
2426,4,
2427,4,
2428,4,
2429,4,
2430,4,
2431,4,
2432,1,
2433,4,
2434,4,
2435,5,
2436,4,
2437,4,
2438,4,
2439,3,
2440,3,
2441,4,
2442,4,
2443,4,
2444,4,
2445,4,
2446,5,
2447,4,
2448,4,
2449,3,
2450,4,
2451,4,
2452,4,
2453,3,
2454,4,
2455,4,
2456,4,
2457,4,
2458,4,
2459,4,
2460,4,
2461,4,
2462,4,
2463,4,
2464,5,
2465,4,
2466,4,
2467,4,
2468,4,
2469,1,
2470,4,
2471,4,
2472,3,
2473,4,
2474,4,
2475,5,
2476,4,
2477,4,
2478,3,
2479,4,
2480,4,
2481,3,
2482,4,
2483,4,
2484,3,
2485,4,
2486,1,
2487,4,
2488,3,
2489,4,
2490,4,
2491,3,
2492,3,
2493,3,
2494,4,
2495,4,
2496,3,
2497,4,
