Id,rating
343,4
344,4
345,4
346,4
347,3
348,5
349,5
350,3
351,2
352,3
353,4
354,5
355,5
356,4
357,3
358,3
359,4
360,4
361,4
362,4
363,4
364,5
365,4
366,4
367,3
368,5
369,4
370,3
371,4
372,5
373,4
374,3
375,4
376,4
377,4
378,4
379,4
380,3
381,4
382,4
383,4
384,4
385,3
386,4
387,4
388,2
389,4
390,4
391,4
392,4
393,4
394,4
395,4
396,5
397,5
398,5
399,4
400,4
401,4
402,4
403,1
404,3
405,3
406,4
407,3
408,5
409,4
410,4
411,4
412,4
413,3
414,4
415,4
416,4
417,3
418,4
419,4
420,2
421,4
422,4
423,3
424,4
425,4
426,3
427,4
428,4
429,5
430,3
431,4
432,4
433,4
434,3
435,4
436,4
437,4
438,4
439,4
440,3
441,3
442,4
443,4
444,2
445,4
446,4
447,4
448,4
449,3
450,4
451,4
452,4
453,5
454,4
455,4
456,5
457,4
458,3
459,4
460,3
461,4
462,4
463,2
464,3
465,5
466,4
467,4
468,4
469,3
470,4
471,4
472,1
473,4
474,4
475,4
476,4
477,4
478,3
479,4
480,4
481,5
482,4
483,5
484,4
485,4
486,5
487,4
488,4
489,4
490,5
491,3
492,4
493,4
494,5
495,4
496,4
497,5
498,4
499,3
500,4
501,3
502,4
503,4
504,4
505,5
506,4
507,3
508,3
509,5
510,4
511,4
512,5
513,4
514,5
515,4
516,4
517,4
518,4
519,3
520,4
521,4
522,3
523,3
524,4
525,4
526,3
527,4
528,5
529,3
530,3
531,3
532,4
533,4
534,4
535,4
536,4
537,5
538,4
539,4
540,5
541,3
542,4
543,4
544,3
545,3
546,4
547,4
548,5
549,4
550,5
551,3
552,1
553,4
554,4
555,4
556,4
557,5
558,4
559,5
560,4
561,3
562,4
563,5
564,5
565,4
566,5
567,4
568,4
569,5
570,4
571,5
572,3
573,1
574,4
575,2
576,1
577,3
578,5
579,5
580,3
581,3
582,5
583,2
584,4
585,3
586,3
587,4
588,3
589,4
590,3
591,5
592,5
593,4
594,4
595,4
596,4
597,4
598,5
599,3
600,1
601,5
602,3
603,5
604,4
605,4
606,3
607,3
608,4
609,5
610,3
611,4
612,4
613,4
614,3
615,4
616,4
617,1
618,4
619,3
620,3
621,4
622,3
623,3
624,4
625,4
626,4
627,4
628,3
629,5
630,5
631,4
632,5
633,4
634,3
635,5
636,4
637,3
638,4
639,4
640,4
641,4
642,4
643,5
644,4
645,3
646,4
647,4
648,4
649,4
650,4
651,4
652,3
653,1
654,5
655,5
656,3
657,4
658,5
659,3
660,3
661,4
662,4
663,3
664,4
665,4
666,4
667,4
668,4
669,4
670,4
671,4
672,3
673,1
674,4
675,4
676,4
677,3
678,5
679,4
680,5
681,3
682,4
683,4
684,4
685,4
686,4
687,5
688,4
689,3
690,4
691,4
692,4
693,3
694,4
695,4
696,4
697,4
698,3
699,4
700,4
701,4
702,3
703,5
704,3
705,4
706,4
707,4
708,4
709,4
710,5
711,3
712,4
713,3
714,3
715,4
716,1
717,3
718,4
719,4
720,4
721,3
722,3
723,3
724,5
725,5
726,1
727,4
728,5
729,5
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,2
741,4
742,5
743,4
744,5
745,4
746,5
747,4
748,4
749,4
750,4
751,4
752,4
753,5
754,5
755,4
756,3
757,5
758,4
759,5
760,5
761,4
762,3
763,4
764,5
765,3
766,3
767,4
768,4
769,4
770,3
771,4
772,4
773,3
774,4
775,3
776,4
777,4
778,4
779,4
780,4
781,4
782,5
783,3
784,1
785,4
786,4
787,4
788,5
789,3
790,5
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,3
800,3
801,4
802,4
803,5
804,4
805,4
806,4
807,4
808,5
809,4
810,4
811,4
812,4
813,4
814,5
815,3
816,3
817,3
818,4
819,4
820,4
821,5
822,4
823,1
824,5
825,5
826,4
827,4
828,4
829,4
830,4
831,4
832,4
833,4
834,4
835,4
836,4
837,4
838,3
839,4
840,4
841,4
842,3
843,3
844,4
845,4
846,4
847,1
848,4
849,4
850,4
851,4
852,5
853,4
854,4
855,3
856,4
857,3
858,5
859,4
860,4
861,3
862,4
863,1
864,4
865,4
866,4
867,4
868,4
869,5
870,5
871,3
872,4
873,5
874,4
875,5
876,5
877,4
878,4
879,5
880,3
881,4
882,5
883,4
884,4
885,5
886,1
887,4
888,3
889,5
890,5
891,4
892,4
893,5
894,1
895,3
896,3
897,4
898,4
899,4
900,3
901,4
902,4
903,5
904,4
905,5
906,4
907,4
908,3
909,5
910,5
911,5
912,4
913,4
914,3
915,4
916,3
917,3
918,4
919,4
920,5
921,4
922,3
923,4
924,4
925,4
926,3
927,3
928,5
929,3
930,4
931,4
932,4
933,5
934,4
935,4
936,3
937,4
938,4
939,4
940,4
941,4
942,3
943,4
944,5
945,4
946,3
947,4
948,4
949,4
950,4
951,4
952,4
953,3
954,5
955,4
956,4
957,4
958,4
959,4
960,4
961,4
962,4
963,5
964,4
965,3
966,4
967,4
968,4
969,4
970,5
971,4
972,4
973,4
974,4
975,4
976,3
977,5
978,3
979,4
980,5
981,4
982,5
983,3
984,4
985,5
986,4
987,1
988,4
989,4
990,4
991,3
992,5
993,4
994,3
995,4
996,4
997,1
998,5
999,4
1000,4
1001,4
1002,4
1003,4
1004,4
1005,4
1006,4
1007,2
1008,4
1009,5
1010,4
1011,4
1012,4
1013,4
1014,4
1015,3
1016,4
1017,4
1018,4
1019,4
1020,3
1021,4
1022,4
1023,4
1024,4
1025,4
1026,5
1027,4
1028,4
1029,5
1030,5
1031,4
1032,3
1033,3
1034,5
1035,4
1036,4
1037,4
1038,4
1039,3
1040,5
1041,4
1042,4
1043,4
1044,4
1045,4
1046,3
1047,4
1048,5
1049,5
1050,4
1051,3
1052,3
1053,3
1054,5
1055,4
1056,3
1057,5
1058,3
1059,4
1060,4
1061,4
1062,4
1063,4
1064,1
1065,4
1066,4
1067,4
1068,4
1069,4
1070,4
1071,4
1072,4
1073,3
1074,5
1075,4
1076,4
1077,4
1078,5
1079,5
1080,3
1081,4
1082,4
1083,4
1084,3
1085,4
1086,4
1087,4
1088,4
1089,1
1090,4
1091,5
1092,4
1093,4
1094,4
1095,4
1096,4
1097,4
1098,5
1099,5
1100,3
1101,4
1102,4
1103,4
1104,4
1105,4
1106,4
1107,4
1108,3
1109,4
1110,4
1111,4
1112,4
1113,3
1114,4
1115,3
1116,5
1117,4
1118,4
1119,4
1120,5
1121,5
1122,1
1123,4
1124,3
1125,3
1126,3
1127,4
1128,4
1129,4
1130,4
1131,4
1132,4
1133,4
1134,4
1135,4
1136,4
1137,3
1138,4
1139,4
1140,3
1141,3
1142,4
1143,4
1144,4
1145,4
1146,4
1147,4
1148,1
1149,5
1150,4
1151,4
1152,5
1153,4
1154,3
1155,3
1156,3
1157,4
1158,4
1159,4
1160,5
1161,4
1162,3
1163,4
1164,4
1165,4
1166,4
1167,4
1168,5
1169,5
1170,3
1171,4
1172,5
1173,4
1174,4
1175,3
1176,4
1177,5
1178,4
1179,5
1180,3
1181,5
1182,4
1183,4
1184,4
1185,4
1186,4
1187,3
1188,5
1189,4
1190,5
1191,5
1192,4
1193,4
1194,3
1195,4
1196,4
1197,4
1198,3
1199,4
1200,4
1201,4
1202,3
1203,4
1204,4
1205,4
1206,4
1207,4
1208,4
1209,4
1210,4
1211,4
1212,5
1213,4
1214,4
1215,1
1216,4
1217,4
1218,5
1219,3
1220,4
1221,4
1222,4
1223,4
1224,4
1225,4
1226,4
1227,3
1228,4
1229,4
1230,4
1231,3
1232,4
1233,4
1234,3
1235,4
1236,3
1237,3
1238,4
1239,3
1240,4
1241,4
1242,4
1243,4
1244,4
1245,4
1246,5
1247,4
1248,3
1249,4
1250,3
1251,4
1252,3
1253,3
1254,4
1255,3
1256,4
1257,4
1258,4
1259,4
1260,4
1261,4
1262,3
1263,4
1264,3
1265,4
1266,3
1267,1
1268,4
1269,5
1270,4
1271,5
1272,4
1273,4
1274,4
1275,4
1276,5
1277,4
1278,2
1279,3
1280,4
1281,5
1282,4
1283,4
1284,4
1285,3
1286,3
1287,4
1288,4
1289,3
1290,5
1291,5
1292,4
1293,4
1294,5
1295,5
1296,4
1297,4
1298,3
1299,3
1300,4
1301,4
1302,4
1303,4
1304,3
1305,5
1306,3
1307,4
1308,4
1309,5
1310,4
1311,4
1312,4
1313,4
1314,4
1315,4
1316,3
1317,5
1318,4
1319,3
1320,4
1321,5
1322,4
1323,4
1324,5
1325,4
1326,5
1327,4
1328,3
1329,3
1330,4
1331,4
1332,4
1333,4
1334,4
1335,4
1336,3
1337,4
1338,4
1339,3
1340,3
1341,4
1342,4
1343,4
1344,4
1345,5
1346,4
1347,4
1348,4
1349,4
1350,4
1351,5
1352,4
1353,4
1354,4
1355,4
1356,3
1357,4
1358,4
1359,5
1360,4
1361,5
1362,4
1363,4
1364,3
1365,4
1366,4
1367,3
1368,4
1369,4
1370,3
1371,4
1372,3
1373,4
1374,3
1375,4
1376,4
1377,3
1378,4
1379,4
1380,4
1381,4
1382,4
1383,4
1384,3
1385,4
1386,3
1387,4
1388,3
1389,4
1390,3
1391,5
1392,3
1393,4
1394,5
1395,5
1396,4
1397,4
1398,4
1399,3
1400,4
1401,3
1402,4
1403,3
1404,4
1405,4
1406,4
1407,3
1408,1
1409,4
1410,5
1411,4
1412,4
1413,3
1414,4
1415,4
1416,4
1417,4
1418,3
1419,4
1420,4
1421,3
1422,4
1423,5
1424,4
1425,4
1426,4
1427,3
1428,4
1429,4
1430,4
1431,4
1432,5
1433,1
1434,4
1435,3
1436,4
1437,5
1438,4
1439,4
1440,4
1441,4
1442,3
1443,3
1444,4
1445,4
1446,1
1447,4
1448,3
1449,4
1450,5
1451,5
1452,3
1453,4
1454,4
1455,1
1456,4
1457,4
1458,5
1459,3
1460,5
1461,4
1462,4
1463,4
1464,5
1465,3
1466,3
1467,4
1468,4
1469,4
1470,3
1471,4
1472,3
1473,4
1474,5
1475,4
1476,5
1477,4
1478,4
1479,4
1480,4
1481,4
1482,5
1483,4
1484,5
1485,5
1486,4
1487,4
1488,4
1489,4
1490,3
1491,4
1492,3
1493,3
1494,3
1495,4
1496,4
1497,5
1498,4
1499,4
1500,5
1501,4
1502,4
1503,4
1504,4
1505,5
1506,5
1507,4
1508,4
1509,4
1510,5
1511,3
1512,4
1513,3
1514,4
1515,5
1516,4
1517,4
1518,4
1519,4
1520,1
1521,4
1522,3
1523,4
1524,5
1525,3
1526,3
1527,5
1528,3
1529,4
1530,4
1531,4
1532,4
1533,5
1534,3
1535,3
1536,4
1537,4
1538,5
1539,4
1540,4
1541,4
1542,5
1543,3
1544,3
1545,4
1546,4
1547,3
1548,3
1549,3
1550,5
1551,5
1552,3
1553,5
1554,3
1555,4
1556,4
1557,4
1558,4
1559,4
1560,4
1561,4
1562,4
1563,3
1564,4
1565,4
1566,1
1567,3
1568,4
1569,4
1570,4
1571,4
1572,3
1573,4
1574,4
1575,4
1576,4
1577,3
1578,3
1579,4
1580,4
1581,4
1582,4
1583,4
1584,4
1585,1
1586,4
1587,4
1588,4
1589,5
1590,4
1591,1
1592,4
1593,4
1594,4
1595,5
1596,4
1597,5
1598,4
1599,4
1600,4
1601,4
1602,4
1603,4
1604,5
1605,3
1606,4
1607,4
1608,2
1609,4
1610,4
1611,3
1612,4
1613,3
1614,5
1615,4
1616,4
1617,5
1618,4
1619,4
1620,4
1621,4
1622,4
1623,4
1624,4
1625,4
1626,4
1627,4
1628,4
1629,4
1630,4
1631,4
1632,4
1633,3
1634,4
1635,4
1636,3
1637,4
1638,4
1639,5
1640,4
1641,3
1642,3
1643,4
1644,4
1645,4
1646,4
1647,5
1648,5
1649,4
1650,3
1651,1
1652,4
1653,4
1654,4
1655,4
1656,4
1657,4
1658,3
1659,3
1660,4
1661,3
1662,3
1663,5
1664,4
1665,4
1666,3
1667,4
1668,3
1669,4
1670,5
1671,3
1672,4
1673,4
1674,4
1675,4
1676,3
1677,4
1678,4
1679,3
1680,3
1681,4
1682,5
1683,4
1684,2
1685,4
1686,3
1687,4
1688,4
1689,4
1690,4
1691,4
1692,5
1693,3
1694,4
1695,5
1696,4
1697,5
1698,4
1699,4
1700,4
1701,3
1702,4
1703,4
1704,4
1705,4
1706,4
1707,5
1708,4
1709,1
1710,3
1711,4
1712,4
1713,4
1714,4
1715,3
1716,4
1717,4
1718,5
1719,5
1720,4
1721,4
1722,4
1723,3
1724,5
1725,4
1726,3
1727,4
1728,4
1729,3
1730,3
1731,4
1732,4
1733,3
1734,4
1735,4
1736,4
1737,4
1738,5
1739,4
1740,4
1741,1
1742,4
1743,4
1744,4
1745,3
1746,3
1747,4
1748,4
1749,3
1750,4
1751,4
1752,5
1753,4
1754,4
1755,4
1756,4
1757,5
1758,3
1759,4
1760,4
1761,4
1762,4
1763,5
1764,3
1765,4
1766,1
1767,3
1768,3
1769,4
1770,5
1771,4
1772,4
1773,4
1774,4
1775,4
1776,4
1777,3
1778,4
1779,3
1780,4
1781,3
1782,4
1783,4
1784,2
1785,5
1786,3
1787,4
1788,5
1789,4
1790,4
1791,4
1792,1
1793,4
1794,1
1795,3
1796,5
1797,5
1798,3
1799,4
1800,1
1801,4
1802,4
1803,3
1804,4
1805,4
1806,1
1807,4
1808,1
1809,1
1810,3
1811,4
1812,4
1813,4
1814,4
1815,4
1816,3
1817,4
1818,4
1819,5
1820,4
1821,3
1822,1
1823,1
1824,4
1825,4
1826,5
1827,4
1828,3
1829,5
1830,4
1831,3
1832,5
1833,3
1834,4
1835,4
1836,4
1837,3
1838,3
1839,4
1840,4
1841,4
1842,4
1843,3
1844,3
1845,5
1846,4
1847,4
1848,5
1849,4
1850,4
1851,5
1852,3
1853,4
1854,4
1855,5
1856,1
1857,4
1858,4
1859,5
1860,4
1861,4
1862,4
1863,3
1864,4
1865,4
1866,5
1867,4
1868,4
1869,5
1870,4
1871,4
1872,1
1873,4
1874,4
1875,1
1876,4
1877,4
1878,5
1879,3
1880,4
1881,4
1882,3
1883,4
1884,4
1885,4
1886,4
1887,4
1888,5
1889,4
1890,4
1891,4
1892,4
1893,3
1894,3
1895,4
1896,4
1897,2
1898,5
1899,3
1900,4
1901,3
1902,4
1903,4
1904,4
1905,4
1906,4
1907,4
1908,1
1909,3
1910,4
1911,4
1912,4
1913,5
1914,5
1915,4
1916,4
1917,3
1918,3
1919,4
1920,3
1921,5
1922,3
1923,3
1924,3
1925,1
1926,1
1927,4
1928,5
1929,2
1930,5
1931,4
1932,3
1933,4
1934,3
1935,5
1936,4
1937,4
1938,4
1939,4
1940,3
1941,3
1942,3
1943,4
1944,3
1945,5
1946,3
1947,3
1948,4
1949,4
1950,4
1951,4
1952,4
1953,4
1954,4
1955,4
1956,3
1957,4
1958,4
1959,3
1960,5
1961,2
1962,3
1963,3
1964,3
1965,5
1966,3
1967,3
1968,4
1969,4
1970,3
1971,4
1972,4
1973,4
1974,3
1975,4
1976,4
1977,5
1978,4
1979,4
1980,4
1981,4
1982,4
1983,3
1984,1
1985,4
1986,4
1987,4
1988,4
1989,3
1990,4
1991,3
1992,4
1993,4
1994,4
1995,3
1996,3
1997,4
1998,4
1999,4
2000,2
2001,5
2002,3
2003,4
2004,5
2005,3
2006,4
2007,4
2008,3
2009,4
2010,4
2011,1
2012,4
2013,5
2014,4
2015,5
2016,4
2017,4
2018,4
2019,4
2020,5
2021,4
2022,4
2023,4
2024,4
2025,4
2026,4
2027,4
2028,5
2029,5
2030,4
2031,4
2032,3
2033,5
2034,3
2035,5
2036,4
2037,4
2038,4
2039,4
2040,3
2041,3
2042,4
2043,4
2044,4
2045,4
2046,3
2047,4
2048,4
2049,3
2050,3
2051,5
2052,5
2053,4
2054,4
2055,1
2056,4
2057,5
2058,4
2059,4
2060,4
2061,4
2062,4
2063,3
2064,4
2065,4
2066,3
2067,4
2068,4
2069,3
2070,4
2071,4
2072,4
2073,4
2074,3
2075,4
2076,4
2077,5
2078,4
2079,3
2080,5
2081,4
2082,4
2083,4
2084,5
2085,4
2086,4
2087,3
2088,4
2089,4
2090,4
2091,5
2092,5
2093,4
2094,5
2095,3
2096,4
2097,4
2098,4
2099,4
2100,3
2101,4
2102,5
2103,4
2104,4
2105,5
2106,5
2107,3
2108,5
2109,4
2110,3
2111,3
2112,3
2113,3
2114,4
2115,4
2116,4
2117,4
2118,4
2119,3
2120,3
2121,4
2122,4
2123,4
2124,2
2125,4
2126,4
2127,5
2128,3
2129,4
2130,2
2131,4
2132,3
2133,4
2134,4
2135,5
2136,4
2137,4
2138,4
2139,4
2140,4
2141,3
2142,4
2143,4
2144,5
2145,4
2146,3
2147,3
2148,3
2149,5
2150,4
2151,1
2152,4
2153,4
2154,4
2155,4
2156,5
2157,4
2158,4
2159,4
2160,4
2161,5
2162,3
2163,4
2164,5
2165,5
2166,3
2167,4
2168,4
2169,3
2170,4
2171,4
2172,4
2173,4
2174,5
2175,5
2176,4
2177,4
2178,4
2179,5
2180,4
2181,4
2182,5
2183,4
2184,4
2185,5
2186,4
2187,4
2188,4
2189,4
2190,4
2191,4
2192,4
2193,4
2194,3
2195,3
2196,4
2197,5
2198,3
2199,3
2200,5
2201,4
2202,4
2203,4
2204,4
2205,4
2206,5
2207,4
2208,5
2209,5
2210,4
2211,3
2212,4
2213,4
2214,3
2215,4
2216,5
2217,5
2218,4
2219,5
2220,4
2221,4
2222,4
2223,4
2224,4
2225,4
2226,3
2227,4
2228,4
2229,4
2230,3
2231,4
2232,3
2233,4
2234,3
2235,4
2236,4
2237,3
2238,5
2239,4
2240,4
2241,4
2242,4
2243,3
2244,5
2245,4
2246,4
2247,4
2248,4
2249,1
2250,4
2251,4
2252,2
2253,4
2254,3
2255,4
2256,4
2257,4
2258,4
2259,4
2260,3
2261,4
2262,4
2263,4
2264,4
2265,3
2266,4
2267,3
2268,4
2269,4
2270,4
2271,3
2272,4
2273,5
2274,4
2275,4
2276,5
2277,3
2278,4
2279,4
2280,4
2281,1
2282,4
2283,4
2284,3
2285,3
2286,5
2287,4
2288,4
2289,4
2290,3
2291,3
2292,5
2293,3
2294,5
2295,4
2296,4
2297,3
2298,4
2299,4
2300,5
2301,5
2302,4
2303,3
2304,4
2305,3
2306,4
2307,4
2308,3
2309,4
2310,3
2311,4
2312,4
2313,5
2314,4
2315,3
2316,4
2317,1
2318,5
2319,4
2320,4
2321,4
2322,4
2323,4
2324,4
2325,4
2326,5
2327,4
2328,4
2329,4
2330,1
2331,3
2332,4
2333,4
2334,4
2335,3
2336,3
2337,4
2338,4
2339,4
2340,4
2341,3
2342,3
2343,4
2344,4
2345,4
2346,4
2347,3
2348,4
2349,3
2350,3
2351,4
2352,5
2353,4
2354,4
2355,2
2356,5
2357,4
2358,4
2359,4
2360,4
2361,4
2362,4
2363,4
2364,5
2365,3
2366,3
2367,5
2368,4
2369,4
2370,4
2371,5
2372,4
2373,5
2374,4
2375,4
2376,4
2377,3
2378,4
2379,3
2380,2
2381,5
2382,3
2383,4
2384,3
2385,4
2386,5
2387,4
2388,4
2389,3
2390,4
2391,3
2392,4
2393,5
2394,5
2395,4
2396,4
2397,5
2398,4
2399,4
2400,3
2401,4
2402,4
2403,4
2404,5
2405,4
2406,4
2407,4
2408,3
2409,4
2410,4
2411,3
2412,3
2413,4
2414,5
2415,4
2416,4
2417,4
2418,4
2419,4
2420,4
2421,4
2422,4
2423,4
2424,3
2425,3
2426,5
2427,5
2428,4
2429,4
2430,4
2431,4
2432,1
2433,4
2434,4
2435,4
2436,4
2437,3
2438,3
2439,3
2440,3
2441,4
2442,4
2443,3
2444,4
2445,4
2446,4
2447,4
2448,4
2449,3
2450,4
2451,4
2452,5
2453,3
2454,4
2455,4
2456,4
2457,4
2458,4
2459,4
2460,5
2461,5
2462,5
2463,4
2464,5
2465,4
2466,4
2467,4
2468,4
2469,1
2470,4
2471,4
2472,3
2473,4
2474,4
2475,5
2476,4
2477,4
2478,4
2479,4
2480,4
2481,4
2482,4
2483,4
2484,4
2485,4
2486,4
2487,4
2488,3
2489,4
2490,4
2491,4
2492,3
2493,1
2494,4
2495,4
2496,4
2497,4
2498,4
2499,4
2500,4
2501,4
2502,4
2503,3
2504,4
2505,3
2506,5
2507,5
2508,4
2509,5
2510,4
2511,4
2512,3
2513,5
2514,3
2515,4
2516,4
2517,3
2518,4
2519,3
2520,4
2521,4
2522,4
2523,3
2524,4
2525,3
2526,4
2527,4
2528,3
2529,4
2530,4
2531,3
2532,4
2533,5
2534,5
2535,3
2536,5
2537,3
2538,5
2539,4
2540,4
2541,3
2542,4
2543,4
2544,4
2545,4
2546,3
2547,4
2548,4
2549,4
2550,1
2551,3
2552,3
2553,4
2554,1
2555,3
2556,4
2557,3
2558,4
2559,5
2560,4
2561,4
2562,3
2563,4
2564,4
2565,4
2566,4
2567,4
2568,4
2569,4
2570,5
2571,4
2572,4
2573,3
2574,3
2575,4
2576,4
2577,4
2578,4
2579,3
2580,4
2581,4
2582,3
2583,4
2584,3
2585,4
2586,1
2587,4
2588,4
2589,4
2590,3
2591,4
2592,5
2593,4
2594,4
2595,4
2596,3
2597,5
2598,4
2599,5
2600,3
2601,4
2602,3
2603,3
2604,3
2605,4
2606,5
2607,4
2608,3
2609,4
2610,5
2611,4
2612,3
2613,4
2614,3
2615,4
2616,4
2617,5
2618,4
2619,3
2620,1
2621,5
2622,4
2623,3
2624,4
2625,4
2626,4
2627,3
2628,4
2629,3
2630,3
2631,4
2632,5
2633,3
2634,4
2635,4
2636,5
2637,3
2638,5
2639,4
2640,4
2641,3
2642,4
2643,3
2644,5
2645,5
2646,4
2647,4
2648,3
2649,4
2650,4
2651,4
2652,4
2653,4
2654,4
2655,4
2656,4
2657,4
2658,4
2659,4
2660,3
2661,3
2662,1
2663,1
2664,4
2665,5
2666,4
2667,3
2668,4
2669,3
2670,3
2671,4
2672,4
2673,3
2674,4
2675,4
2676,4
2677,4
2678,4
2679,4
2680,4
2681,5
2682,3
2683,4
2684,1
2685,4
2686,4
2687,4
2688,4
2689,5
2690,4
2691,3
2692,4
2693,5
2694,5
2695,4
2696,4
2697,3
2698,4
2699,5
2700,4
2701,4
2702,4
2703,3
2704,4
2705,4
2706,4
2707,5
2708,4
2709,4
2710,4
2711,4
2712,4
2713,4
2714,4
2715,5
2716,5
2717,4
2718,4
2719,5
2720,3
2721,4
2722,4
2723,4
2724,3
2725,3
2726,3
2727,4
2728,4
2729,4
2730,5
2731,4
2732,4
2733,5
2734,4
2735,3
2736,4
2737,4
2738,4
2739,4
2740,4
2741,3
2742,3
2743,3
2744,1
2745,4
2746,4
2747,5
2748,4
2749,5
2750,3
2751,4
2752,5
2753,1
2754,4
2755,4
2756,4
2757,4
2758,3
2759,4
2760,4
2761,4
2762,3
2763,4
2764,4
2765,4
2766,3
2767,4
2768,4
2769,3
2770,3
2771,4
2772,4
2773,4
2774,3
2775,4
2776,4
2777,4
2778,4
2779,4
2780,4
2781,2
2782,4
2783,3
2784,4
2785,4
2786,4
2787,4
2788,5
2789,4
2790,5
2791,4
2792,4
2793,3
2794,3
2795,3
2796,3
2797,4
2798,4
2799,3
2800,3
2801,4
2802,4
2803,4
2804,3
2805,4
2806,1
2807,4
2808,5
2809,4
2810,4
2811,1
2812,5
2813,4
2814,3
2815,4
2816,4
2817,5
2818,4
2819,4
2820,1
2821,3
2822,4
2823,3
2824,4
2825,4
2826,4
2827,3
2828,1
2829,4
2830,4
2831,5
2832,4
2833,3
2834,4
2835,3
2836,4
2837,4
2838,4
2839,5
2840,4
2841,1
2842,4
2843,3
2844,4
2845,5
2846,4
2847,5
2848,4
2849,4
2850,4
2851,4
2852,5
2853,4
2854,3
2855,3
2856,4
2857,4
2858,4
2859,5
2860,3
2861,4
2862,4
2863,4
2864,3
2865,1
2866,4
2867,5
2868,4
2869,4
2870,3
2871,4
2872,4
2873,3
2874,4
2875,4
2876,3
2877,5
2878,3
2879,4
2880,4
2881,4
2882,4
2883,2
2884,4
2885,3
2886,4
2887,4
2888,3
2889,3
2890,4
2891,4
2892,3
2893,5
2894,3
2895,5
2896,4
2897,4
2898,4
2899,4
2900,4
2901,4
2902,3
2903,3
2904,3
2905,4
2906,3
2907,4
2908,4
2909,4
2910,4
2911,3
2912,3
2913,3
2914,5
2915,4
2916,3
2917,5
2918,3
2919,3
2920,4
2921,3
2922,4
2923,4
2924,4
2925,3
2926,3
2927,4
2928,4
2929,4
2930,4
2931,4
2932,5
2933,5
2934,3
2935,3
2936,4
2937,4
2938,3
2939,4
2940,4
2941,5
2942,4
2943,4
2944,5
2945,4
2946,4
2947,3
2948,4
2949,3
2950,3
2951,4
2952,5
2953,3
2954,5
2955,3
2956,4
2957,4
2958,4
2959,4
2960,4
2961,4
2962,4
2963,5
2964,4
2965,5
2966,4
2967,4
2968,5
2969,3
2970,3
2971,4
2972,3
2973,4
2974,4
2975,4
2976,4
2977,4
2978,4
2979,4
2980,4
2981,4
2982,4
2983,4
2984,5
2985,3
2986,3
2987,4
2988,4
2989,4
2990,4
2991,3
2992,4
2993,4
2994,4
2995,4
2996,4
2997,4
